ClassQualifiedName,CBO,CYCLO,DIT,ELOC,FanIn,LCOM,LOC,LOCNAMM,NMNOPARAM,NOA,NOC,NOM,NOMNAMM,NOPA,PMMM,PRB,WLOCNAMM,WMC,WMCNAMM,Complex_Class,Large_Class,Spaghetti_Code,project_name
org.apache.lucene.index.IndexUpgrader,16,16,1,108,8,0,108,108,2,4,0,6,6,0,0,0,16.5,16,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.IndexWriter,541,541,1,2155,5341,9845,2155,2132,68,53,1,158,154,9,0.22151898734177214,0,11.363636363636363,541,0,1,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.IndexWriterConfig,114,114,1,375,1796,517,375,267,20,28,0,38,21,10,0.02631578947368421,0,9.523809523809524,114,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.IntBlockPool,5,5,1,34,3,0,34,34,2,6,0,3,3,4,0,0,7.666666666666667,5,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.InvertedDocConsumer,8,8,1,22,33,10,22,22,2,1,1,5,5,0,0,0,3.8,8,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.InvertedDocConsumerPerField,8,8,1,7,18,10,7,7,3,0,1,5,5,0,0,0,1,8,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.InvertedDocConsumerPerThread,6,6,1,6,11,6,6,6,3,0,1,4,4,0,0,0,1,6,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.InvertedDocEndConsumer,5,5,1,6,22,6,6,6,1,0,1,4,4,0,0,0,1,5,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.InvertedDocEndConsumerPerField,2,2,1,7,11,1,7,7,2,0,1,2,2,0,0,0,1,2,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.InvertedDocEndConsumerPerThread,4,4,1,9,8,6,9,9,3,0,1,4,4,0,0,0,1,4,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.KeepOnlyLastCommitDeletionPolicy,3,3,1,20,38,1,20,20,0,0,0,2,2,0,0.5,0,7.5,3,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.LogByteSizeMergePolicy,24,24,2,76,59,45,76,76,5,3,2,10,10,3,0.3,0,5.9,24,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.LogDocMergePolicy,10,10,2,30,95,6,30,30,2,1,0,4,4,1,0.25,0,5.25,10,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.LogMergePolicy,87,87,2,253,602,267,253,222,9,12,2,26,21,4,0,0,8.428571428571429,87,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.MergeDocIDRemapper,7,7,1,36,0,0,36,36,0,6,0,2,2,0,0,0,12.5,7,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.MergePolicy,21,21,1,203,1781,19,203,203,2,1,6,7,7,0,0.14285714285714285,0,5.428571428571429,21,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.MergeScheduler,4,4,1,14,477,1,14,14,1,0,3,2,2,0,0,0,4,4,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.MultiLevelSkipListReader,33,33,1,186,4,0,186,180,3,14,1,10,9,0,0.1,0,14.222222222222221,33,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.MultiLevelSkipListWriter,21,21,1,75,2,0,75,75,2,3,1,6,6,0,0,0,11.166666666666666,21,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.MultiReader,128,128,2,347,96,0,347,344,15,7,2,37,36,0,0.21621621621621623,0,9.222222222222221,128,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.MultipleTermPositions,39,39,1,142,1,58,142,142,7,4,0,13,13,0,0.07692307692307693,0,7.076923076923077,39,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.NoDeletionPolicy,5,5,1,15,28,3,15,15,1,1,0,3,3,1,0,0,2,5,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.NoMergePolicy,19,19,2,36,43,26,36,36,2,3,0,8,8,2,0,0,2.75,19,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.NoMergeScheduler,4,4,2,15,18,3,15,15,2,1,0,3,3,1,0,0,2,4,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.NormsWriter,8,8,2,22,14,10,22,22,1,2,0,5,5,0,0,0,3,8,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.NormsWriterPerField,6,6,2,31,1,6,31,31,3,7,0,5,5,0,0.4,0,3.8,6,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.NormsWriterPerThread,8,8,2,23,3,15,23,23,4,2,0,6,6,0,0,0,2.6666666666666665,8,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.ParallelPostingsArray,8,8,1,30,12,2,30,30,2,5,0,5,5,0,0.2,0,4.6,8,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.ParallelReader,124,124,2,454,76,477,454,451,17,9,0,38,37,0,0.23684210526315788,0,9,124,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.Payload,37,37,1,137,1822,0,137,125,7,3,0,14,12,0,0.21428571428571427,0,9,37,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.PayloadProcessorProvider,9,9,1,47,32,1,47,47,0,0,1,2,2,0,0,0,6.5,9,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.PersistentSnapshotDeletionPolicy,28,28,2,108,33,9,108,108,1,2,0,7,7,0,0.42857142857142855,0,14.428571428571429,28,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.PositionBasedTermVectorMapper,12,12,2,112,14,11,112,105,3,4,0,6,5,0,0,0,10.4,12,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.PrefixCodedTerms,5,5,1,84,47,1,84,84,2,1,0,3,3,0,0.3333333333333333,0,5,5,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.ReadOnlyDirectoryReader,7,7,2,14,11,6,14,14,1,0,0,4,4,0,0.25,0,3,7,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.ReadOnlySegmentReader,6,6,2,14,11,3,14,14,2,0,0,3,3,0,0.6666666666666666,0,3,6,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.ReusableStringReader,8,8,2,37,6,4,37,37,1,3,0,4,4,0,0.5,0,7.25,8,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.SegmentCoreReaders,33,33,1,124,2,47,124,115,9,17,0,14,11,0,0.2857142857142857,0,8.454545454545455,33,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.SegmentInfo,120,120,1,447,587,431,447,420,20,24,0,43,35,3,0.20930232558139536,0,11.142857142857142,120,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.SegmentInfos,153,153,1,755,274,1114,755,724,18,27,0,52,45,15,0.17307692307692307,0,11.266666666666667,153,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.SegmentMergeInfo,19,19,1,61,12,0,61,61,4,9,0,5,5,0,0.4,0,10,19,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.SegmentMergeQueue,8,8,2,13,4,3,13,13,1,0,0,3,3,0,0.6666666666666666,0,3.6666666666666665,8,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.SegmentMerger,80,80,1,383,20,67,383,380,9,18,0,19,18,0,0.05263157894736842,0,18.61111111111111,80,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.SegmentNorms,19,19,1,56,23,41,56,56,7,11,0,10,10,0,0,0,3.7,19,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.SegmentReader,187,187,2,489,467,1295,489,465,32,19,1,67,61,0,0.26865671641791045,0,6.967213114754099,187,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.SegmentTermDocs,52,52,1,169,22,17,169,169,5,16,1,14,14,0,0.07142857142857142,0,10.785714285714286,52,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.SegmentTermEnum,38,38,2,124,39,0,124,124,9,16,0,13,13,0,0.3076923076923077,0,8.153846153846153,38,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.SegmentTermPositionVector,9,9,2,38,1,0,38,38,0,3,0,3,3,1,0,0,10,9,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.SegmentTermPositions,44,44,2,113,6,15,113,110,9,7,0,15,14,0,0.06666666666666667,0,7.214285714285714,44,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.SegmentTermVector,19,19,1,50,6,22,50,44,5,3,1,8,7,0,0.25,0,5.571428571428571,19,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.SegmentWriteState,1,1,1,35,20,0,35,35,0,11,0,1,1,11,0,0,9,1,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.SerialMergeScheduler,6,6,2,17,52,1,17,17,1,0,0,2,2,0,0,0,6,6,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.SnapshotDeletionPolicy,41,41,1,210,93,20,210,210,1,4,1,12,12,0,0.16666666666666666,0,11.25,41,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.SortedTermVectorMapper,11,11,2,75,27,2,75,68,1,5,0,5,4,1,0,0,13.75,11,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.StaleReaderException,1,1,2,8,16,0,8,8,0,0,0,1,1,0,0,0,3,1,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.StoredFieldsWriter,19,19,1,83,9,22,83,83,3,7,0,9,9,0,0.2222222222222222,0,5.666666666666667,19,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.StoredFieldsWriterPerThread,10,10,1,33,3,2,33,33,3,4,0,5,5,0,0.4,0,5.4,10,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.Term,28,28,1,88,16627,0,88,88,4,2,0,12,12,0,0.3333333333333333,0,6.75,28,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.TermBuffer,26,26,1,97,135,0,97,97,4,6,0,9,9,0,0.2222222222222222,0,9.88888888888889,26,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.TermDocs,23,23,1,38,474,28,38,38,4,0,0,8,8,0,0,0,4,23,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.TermEnum,7,7,1,21,401,6,21,21,4,0,3,4,4,0,0,0,4,7,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.TermFreqVector,12,12,1,33,322,15,33,33,4,0,0,6,6,0,0,0,4.666666666666667,12,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.TermInfo,5,5,1,37,154,0,37,37,1,4,0,5,5,0,0,0,5,5,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.TermInfosReader,43,43,1,165,16,46,165,159,7,11,0,13,11,0,0.23076923076923078,0,10.545454545454545,43,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.TermInfosReaderIndex,35,35,1,164,8,6,164,164,1,8,0,9,9,0,0,0,16.77777777777778,35,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.TermInfosWriter,27,27,1,126,3,22,126,126,2,19,0,9,9,3,0.1111111111111111,0,10,27,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.TermPositionVector,6,6,1,16,138,1,16,16,0,0,0,2,2,0,0,0,5.5,6,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.TermPositions,14,14,1,28,269,6,28,28,3,0,0,4,4,0,0,0,5.5,14,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.TermVectorEntry,22,22,1,56,97,32,56,41,8,5,0,13,8,0,0.07692307692307693,0,3.875,22,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.TermVectorEntryFreqSortedComparator,3,3,1,16,14,0,16,16,0,0,0,1,1,0,0,0,11,3,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.TermVectorMapper,17,17,1,53,95,17,53,53,3,2,3,7,7,0,0,0,6.571428571428571,17,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.TermVectorOffsetInfo,16,16,1,56,112,0,56,42,4,3,0,8,6,1,0,0,5.166666666666667,16,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.TermVectorsReader,82,82,1,279,68,78,279,273,6,15,0,21,19,0,0.19047619047619047,0,13.473684210526315,82,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.TermVectorsTermsWriter,20,20,2,119,14,26,119,119,3,9,0,9,9,0,0,0,8.333333333333334,20,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.TermVectorsTermsWriterPerField,17,17,2,73,1,51,73,73,5,11,0,11,11,0,0.18181818181818182,0,3.727272727272727,17,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.TermVectorsTermsWriterPerThread,14,14,2,46,3,17,46,46,4,7,0,7,7,0,0.14285714285714285,0,5.285714285714286,14,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.TermVectorsWriter,15,15,1,51,7,4,51,51,1,5,0,5,5,0,0.2,0,8.8,15,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.TermsHash,16,16,2,62,68,0,62,62,2,4,0,7,7,0,0.14285714285714285,0,7.571428571428571,16,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.TermsHashConsumer,5,5,1,9,35,6,9,9,1,1,2,4,4,0,0,0,1.5,5,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.TermsHashConsumerPerField,13,13,1,10,17,28,10,10,3,0,2,8,8,0,0,0,1,13,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.TermsHashConsumerPerThread,6,6,1,6,13,6,6,6,3,0,2,4,4,0,0,0,1,6,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.TermsHashPerField,34,34,2,121,11,156,121,121,8,23,0,20,20,0,0.1,0,4.8,34,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.TermsHashPerThread,17,17,2,61,16,0,61,61,3,8,0,6,6,0,0.3333333333333333,0,8.5,17,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.TieredMergePolicy,114,114,2,470,97,376,470,416,14,10,0,32,23,0,0.0625,0,16.47826086956522,114,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.index.UpgradeIndexMergePolicy,31,31,2,77,2,0,77,77,3,1,0,11,11,0,0.45454545454545453,0,6.2727272727272725,31,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.queryParser.CharStream,24,24,1,57,178,66,57,57,10,0,3,12,12,0,0,0,4.333333333333333,24,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.queryParser.FastCharStream,31,31,1,85,6,19,85,85,11,6,0,14,14,0,0.21428571428571427,0,5.285714285714286,31,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.queryParser.MultiFieldQueryParser,55,55,2,179,99,0,179,179,0,2,0,12,12,0,0.08333333333333333,0,14.25,55,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.queryParser.ParseException,19,19,2,142,684,0,142,142,2,5,0,5,5,3,0,0,23.4,19,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.queryParser.QueryParser,283,283,1,1391,951,2564,1391,1318,29,46,4,80,68,6,0.05,0,17.985294117647058,283,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.queryParser.QueryParserTokenManager,129,129,1,1002,15,306,1002,1002,7,21,0,36,36,4,0.1111111111111111,0,26.77777777777778,129,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.queryParser.Token,19,19,1,79,13008,13,79,79,3,8,0,7,7,8,0.14285714285714285,0,6,19,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.queryParser.TokenMgrError,19,19,2,102,31,15,102,102,2,5,0,6,6,0,0.16666666666666666,0,12.833333333333334,19,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.BooleanClause,29,29,1,81,863,4,81,78,9,3,0,13,12,1,0.23076923076923078,0,4.833333333333333,29,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.BooleanQuery,57,57,2,345,1114,41,345,332,9,4,0,19,17,0,0.10526315789473684,0,9.588235294117647,57,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.BooleanScorer,24,24,2,173,18,30,173,173,4,7,0,9,9,0,0.1111111111111111,0,7.111111111111111,24,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.BooleanScorer2,63,63,2,212,1,3,212,212,6,11,0,18,18,0,0.2222222222222222,0,9.61111111111111,63,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.CachingCollector,40,40,2,301,44,15,301,301,3,12,0,14,14,0,0.14285714285714285,0,7.071428571428571,40,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.CachingSpanFilter,23,23,2,64,9,6,64,64,2,3,0,9,9,0,0.3333333333333333,0,6.222222222222222,23,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.CachingWrapperFilter,24,24,2,112,124,6,112,112,2,4,2,9,9,1,0.4444444444444444,0,9.333333333333334,24,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.Collector,13,13,1,25,1532,6,25,25,1,0,18,4,4,0,0,0,4.5,13,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.ComplexExplanation,12,12,2,39,38,9,39,32,4,1,0,6,5,0,0.16666666666666666,0,5.2,12,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.ConjunctionScorer,29,29,2,79,8,0,79,79,4,3,0,8,8,0,0.25,0,9.25,29,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.ConstantScoreAutoRewrite,22,22,2,100,9,2,100,88,4,4,0,9,7,2,0.2222222222222222,0,8.714285714285714,22,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.ConstantScoreQuery,29,29,2,170,116,0,170,158,3,2,1,10,8,0,0.2,0,6,29,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.DefaultSimilarity,17,17,2,60,67,22,60,54,1,1,2,8,7,0,0.375,0,6.857142857142857,17,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.DisjunctionMaxQuery,33,33,2,229,170,0,229,229,3,2,0,12,12,0,0.3333333333333333,0,10.833333333333334,33,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.DisjunctionMaxScorer,36,36,2,133,2,0,133,133,5,6,0,9,9,0,0.1111111111111111,0,13.555555555555555,36,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.DisjunctionSumScorer,44,44,2,168,6,3,168,168,6,7,0,11,11,0,0,0,12.545454545454545,44,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.DocIdSet,20,20,1,39,686,19,39,39,6,2,6,7,7,1,0,0,3.5714285714285716,20,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.DocIdSetIterator,13,13,1,24,230,3,24,24,2,1,3,3,3,1,0,0,5,13,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.ExactPhraseScorer,33,33,2,168,4,4,168,168,6,13,0,8,8,0,0,0,17.375,33,0,0,0,1,../../metrics/lucene-3.6.0
org.apache.lucene.search.Explanation,29,29,1,119,467,54,119,107,8,3,1,13,11,0,0.3076923076923077,0,7.7272727272727275,29,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.FieldCache,183,183,1,520,878,1540,520,520,23,12,0,56,56,12,0.2857142857142857,0,5.392857142857143,183,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.FieldCacheDocIdSet,35,35,2,74,9,0,74,74,6,3,0,10,10,0,0.2,0,10.5,35,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.FieldCacheImpl,78,78,1,717,6,331,717,714,5,4,0,31,30,0,0.8064516129032258,0,3.8666666666666667,78,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.FieldCacheRangeFilter,130,130,2,339,277,0,339,315,8,6,0,36,32,0,0.16666666666666666,0,15.25,130,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.FieldCacheTermsFilter,10,10,2,30,16,4,30,30,1,2,0,4,4,0,0.25,0,6.5,10,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.FieldComparator,33,33,1,728,111,45,728,728,0,0,0,10,10,0,0.1,0,8.3,33,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.FieldComparatorSource,4,4,1,13,39,0,13,13,0,0,2,1,1,0,0,0,7,4,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.FieldDoc,9,9,2,44,153,0,44,44,1,1,1,4,4,1,0,0,7.5,9,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.FieldDocSortedHitQueue,18,18,2,87,6,0,87,81,1,3,0,5,4,0,0.2,0,18,18,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.FieldValueFilter,27,27,2,93,5,3,93,93,4,2,0,11,11,0,0.36363636363636365,0,8.636363636363637,27,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.FieldValueHitQueue,16,16,2,116,24,3,116,104,3,3,0,7,4,0,0,0,9.5,16,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.Filter,5,5,1,12,7383,0,12,12,0,0,22,1,1,0,0,0,7,5,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.FilterManager,10,10,1,138,3,4,138,132,2,7,0,5,4,0,0,0,10.75,10,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.FilteredDocIdSet,15,15,2,43,26,4,43,43,2,1,0,5,5,0,0.4,0,7.8,15,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.FilteredDocIdSetIterator,20,20,2,53,8,0,53,53,2,2,0,5,5,0,0,0,9.2,20,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.FilteredQuery,47,47,2,127,77,36,127,118,7,3,0,17,14,0,0.058823529411764705,0,10.357142857142858,47,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.FilteredTermEnum,24,24,2,75,45,24,75,75,7,2,6,9,9,0,0.1111111111111111,0,6.888888888888889,24,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.FuzzyQuery,29,29,2,109,311,0,109,90,4,7,0,11,8,3,0.09090909090909091,0,9.75,29,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.FuzzyTermEnum,31,31,2,144,5,10,144,144,3,10,0,9,9,0,0,0,14.333333333333334,31,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.HitQueue,10,10,2,20,66,1,20,17,1,1,0,3,2,0,0,0,7,10,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.IndexSearcher,134,134,2,546,1397,449,546,534,7,9,3,38,36,0,0.23684210526315788,0,10.25,134,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.MatchAllDocsQuery,14,14,2,94,225,21,94,94,2,1,0,7,7,0,0.14285714285714285,0,4,14,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.MultiCollector,21,21,2,70,35,0,70,70,1,1,0,6,6,0,0.6666666666666666,0,10.666666666666666,21,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.MultiPhraseQuery,47,47,2,292,176,25,292,285,5,4,0,15,14,0,0.26666666666666666,0,11.285714285714286,47,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.MultiSearcher,64,64,2,306,140,16,306,297,5,3,1,21,19,0,0.38095238095238093,0,7.7894736842105265,64,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.MultiTermQuery,32,32,2,179,286,79,179,165,7,6,7,15,13,4,0.06666666666666667,0,5.461538461538462,32,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.MultiTermQueryWrapperFilter,21,21,2,84,4,0,84,84,4,1,0,7,7,0,0.5714285714285714,0,11.142857142857142,21,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.NGramPhraseQuery,12,12,2,51,12,0,51,51,1,1,0,4,4,0,0,0,11.25,12,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.NRTManager,41,41,2,223,40,67,223,217,4,8,0,14,13,0,0.21428571428571427,0,8.923076923076923,41,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.NRTManagerReopenThread,18,18,2,81,7,0,81,81,2,5,0,4,4,0,0,0,17.5,18,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.NumericRangeFilter,32,32,2,93,98,105,93,93,6,0,0,15,15,0,0.9333333333333333,0,5.8,32,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.NumericRangeQuery,52,52,2,197,384,0,197,179,7,9,0,20,17,0,0,0,7,52,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.ParallelMultiSearcher,40,40,2,188,11,26,188,188,3,3,0,13,13,0,0.38461538461538464,0,10.846153846153847,40,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.PhrasePositions,20,20,1,65,50,0,65,65,4,10,0,6,6,0,0,0,8.333333333333334,20,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.PhraseQuery,38,38,2,318,718,0,318,312,5,5,1,13,12,0,0.15384615384615385,0,10.333333333333334,38,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.PhraseQueue,5,5,2,19,2,1,19,19,0,0,0,2,2,0,0.5,0,8.5,5,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.PhraseScorer,28,28,2,77,19,22,77,77,6,4,1,9,9,0,0.1111111111111111,0,7.555555555555555,28,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.PositiveScoresOnlyCollector,10,10,2,25,6,0,25,25,1,2,0,5,5,0,0.6,0,3.6,10,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.PrefixFilter,5,5,2,21,33,3,21,21,2,0,0,3,3,0,0.3333333333333333,0,5.333333333333333,5,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.PrefixQuery,16,16,2,52,121,0,52,46,2,1,0,6,5,0,0.16666666666666666,0,8,16,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.PrefixTermEnum,13,13,2,27,10,2,27,24,3,2,0,5,4,0,0,0,4.25,13,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.Query,45,45,1,136,19510,79,136,130,4,1,21,14,13,0,0.2857142857142857,0,9.538461538461538,45,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.search.QueryTermVector,26,26,1,100,10,0,100,94,5,2,0,10,8,0,0.3,0,11,26,0,0,0,0,../../metrics/lucene-3.6.0
